poverty,religion,degree,country,age,gender
Too Little,yes,yes,Norway,28,female
About Right,yes,no,Norway,30,female
About Right,yes,no,Norway,37,male
About Right,yes,no,Norway,76,female
Too Little,yes,no,Norway,62,female
About Right,yes,no,Norway,51,female
Too Little,yes,no,Norway,40,female
About Right,yes,yes,Norway,68,male
About Right,yes,no,Norway,55,female
Too Little,yes,no,Norway,30,male
Too Little,yes,no,Norway,47,female
About Right,yes,no,Norway,28,male
Too Little,yes,no,Norway,46,female
About Right,yes,yes,Norway,25,female
About Right,yes,no,Norway,29,male
About Right,yes,no,Norway,24,male
Too Little,yes,yes,Norway,42,female
About Right,yes,yes,Norway,20,female
Too Little,yes,yes,Norway,51,male
About Right,yes,no,Norway,45,female
Too Little,yes,no,Norway,25,female
About Right,yes,no,Norway,53,female
About Right,yes,no,Norway,51,male
Too Little,yes,no,Norway,74,female
Too Little,yes,no,Norway,74,male
Too Little,yes,yes,Norway,68,male
About Right,yes,no,Norway,40,male
About Right,yes,no,Norway,38,male
Too Little,yes,yes,Norway,76,female
About Right,yes,yes,Norway,28,female
About Right,yes,no,Norway,28,female
About Right,yes,yes,Norway,18,female
Too Little,no,no,Norway,47,male
Too Little,yes,no,Norway,79,female
Too Little,yes,yes,Norway,45,male
Too Little,yes,no,Norway,43,female
Too Little,yes,no,Norway,27,female
Too Little,yes,yes,Norway,51,female
About Right,yes,no,Norway,41,male
About Right,yes,no,Norway,61,female
Too Little,yes,yes,Norway,21,female
About Right,yes,yes,Norway,43,female
About Right,yes,yes,Norway,24,female
Too Little,yes,no,Norway,40,male
About Right,yes,no,Norway,46,male
About Right,yes,no,Norway,46,female
Too Little,yes,no,Norway,52,female
Too Little,yes,yes,Norway,37,female
About Right,yes,no,Norway,24,female
About Right,yes,no,Norway,68,female
Too Little,yes,yes,Norway,65,female
Too Little,yes,yes,Norway,48,male
About Right,yes,no,Norway,51,male
About Right,no,yes,Norway,33,male
About Right,yes,yes,Norway,54,male
Too Much,yes,no,Norway,49,male
Too Little,yes,no,Norway,19,female
Too Little,yes,yes,Norway,45,female
About Right,yes,no,Norway,34,male
Too Little,yes,no,Norway,28,male
Too Little,yes,no,Norway,39,female
Too Little,yes,no,Norway,25,female
About Right,yes,yes,Norway,34,male
Too Little,yes,no,Norway,71,female
Too Little,yes,yes,Norway,27,male
About Right,yes,no,Norway,23,male
Too Much,yes,yes,Norway,25,male
Too Little,yes,no,Norway,35,female
Too Little,yes,yes,Norway,67,female
Too Little,yes,no,Norway,35,male
Too Little,yes,yes,Norway,24,female
Too Little,yes,no,Norway,34,female
Too Little,yes,no,Norway,27,female
Too Little,yes,no,Norway,48,female
Too Much,yes,no,Norway,79,female
Too Little,no,no,Norway,47,male
About Right,yes,no,Norway,50,female
Too Little,yes,no,Norway,52,male
About Right,yes,no,Norway,69,female
Too Little,yes,yes,Norway,54,male
Too Little,yes,yes,Norway,25,female
Too Little,no,no,Norway,49,male
Too Little,yes,no,Norway,52,female
About Right,yes,no,Norway,67,male
Too Little,yes,no,Norway,40,male
About Right,yes,no,Norway,26,male
Too Little,yes,no,Norway,64,female
Too Little,yes,no,Norway,71,female
About Right,yes,yes,Norway,40,female
About Right,yes,yes,Norway,31,female
Too Little,yes,yes,Norway,36,male
Too Little,yes,yes,Norway,32,female
Too Little,no,yes,Norway,77,male
About Right,yes,no,Norway,41,female
Too Little,yes,no,Norway,66,female
Too Little,yes,no,Norway,46,male
About Right,yes,yes,Norway,23,female
Too Little,yes,no,Norway,62,male
About Right,yes,yes,Norway,67,female
About Right,no,no,Norway,28,female
Too Little,yes,no,Norway,36,female
About Right,yes,no,Norway,41,female
About Right,yes,no,Norway,37,male
About Right,yes,yes,Norway,65,female
About Right,yes,no,Norway,30,male
Too Little,yes,no,Norway,48,male
About Right,yes,no,Norway,70,female
Too Much,yes,no,Norway,28,female
About Right,yes,yes,Norway,64,female
Too Little,yes,no,Norway,25,male
Too Little,yes,no,Norway,44,male
About Right,yes,no,Norway,48,male
Too Little,yes,no,Norway,43,male
Too Little,yes,yes,Norway,39,male
About Right,yes,no,Norway,75,female
Too Little,yes,no,Norway,56,female
Too Little,yes,no,Norway,48,male
Too Little,yes,no,Norway,36,male
Too Little,yes,no,Norway,44,male
Too Little,no,no,Norway,18,male
Too Little,yes,no,Norway,62,male
About Right,yes,yes,Norway,22,male
Too Little,yes,no,Norway,35,female
About Right,yes,no,Norway,66,male
Too Little,yes,yes,Norway,44,female
About Right,yes,no,Norway,53,male
About Right,yes,yes,Norway,26,female
About Right,yes,no,Norway,54,male
Too Little,yes,yes,Norway,51,female
About Right,yes,yes,Norway,24,female
About Right,yes,no,Norway,63,male
About Right,yes,no,Norway,57,male
About Right,yes,no,Norway,42,female
Too Little,yes,yes,Norway,20,female
About Right,yes,yes,Norway,38,male
Too Little,yes,no,Norway,36,female
Too Little,yes,no,Norway,29,male
Too Little,yes,no,Norway,23,male
Too Little,yes,no,Norway,71,male
Too Little,yes,no,Norway,54,female
About Right,yes,yes,Norway,51,female
About Right,yes,no,Norway,79,male
Too Much,yes,yes,Norway,61,female
Too Little,yes,yes,Norway,29,female
About Right,yes,yes,Norway,20,female
About Right,yes,yes,Norway,51,male
About Right,yes,no,Norway,59,male
About Right,yes,no,Norway,78,male
Too Much,yes,no,Norway,30,female
Too Much,yes,no,Norway,40,male
About Right,yes,yes,Norway,24,female
Too Little,yes,no,Norway,45,female
Too Little,yes,no,Norway,54,female
Too Little,no,yes,Norway,40,male
Too Little,yes,no,Norway,18,female
About Right,no,no,Norway,36,female
Too Little,yes,no,Norway,32,female
Too Little,yes,no,Norway,42,male
About Right,no,yes,Norway,47,female
About Right,yes,yes,Norway,41,female
Too Little,yes,no,Norway,52,female
About Right,yes,no,Norway,47,female
Too Little,yes,no,Norway,75,female
About Right,yes,no,Norway,19,male
About Right,yes,no,Norway,70,male
Too Little,yes,no,Norway,39,male
Too Little,no,yes,Norway,44,female
About Right,yes,no,Norway,45,female
Too Little,no,no,Norway,47,female
About Right,yes,yes,Norway,43,female
Too Little,yes,no,Norway,56,male
Too Little,yes,no,Norway,43,female
Too Little,yes,no,Norway,26,male
Too Little,yes,no,Norway,70,female
About Right,yes,yes,Norway,39,male
About Right,yes,no,Norway,27,male
Too Little,yes,no,Norway,25,male
Too Little,yes,yes,Norway,28,female
About Right,yes,no,Norway,48,male
Too Little,yes,yes,Norway,28,male
Too Little,yes,no,Norway,38,male
About Right,yes,no,Norway,36,female
About Right,yes,yes,Norway,40,male
Too Little,yes,no,Norway,66,female
About Right,yes,no,Norway,49,male
Too Little,yes,yes,Norway,27,male
About Right,no,yes,Norway,33,male
Too Little,yes,no,Norway,74,female
Too Little,yes,no,Norway,31,female
About Right,yes,no,Norway,31,male
Too Little,yes,no,Norway,40,male
About Right,no,no,Norway,18,male
About Right,yes,yes,Norway,42,female
Too Little,yes,yes,Norway,37,female
About Right,yes,no,Norway,45,female
Too Little,yes,no,Norway,42,male
About Right,no,no,Norway,30,male
About Right,yes,yes,Norway,26,female
Too Little,yes,no,Norway,67,male
About Right,yes,yes,Norway,26,female
Too Little,yes,no,Norway,20,male
Too Little,yes,no,Norway,48,male
About Right,yes,yes,Norway,20,male
Too Little,yes,yes,Norway,24,female
Too Little,yes,no,Norway,19,female
About Right,no,no,Norway,21,male
Too Little,yes,no,Norway,18,female
Too Little,yes,no,Norway,49,female
About Right,yes,yes,Norway,48,male
About Right,yes,no,Norway,51,female
About Right,yes,no,Norway,32,female
Too Little,yes,no,Norway,53,male
Too Little,yes,yes,Norway,48,male
About Right,yes,no,Norway,30,male
Too Little,yes,yes,Norway,26,male
Too Little,yes,no,Norway,33,female
Too Little,yes,no,Norway,39,male
About Right,no,no,Norway,47,female
Too Little,no,no,Norway,57,male
Too Little,no,yes,Norway,55,female
Too Much,no,yes,Norway,38,male
Too Little,yes,no,Norway,57,female
About Right,yes,yes,Norway,49,female
About Right,yes,yes,Norway,31,female
About Right,yes,no,Norway,32,male
Too Little,yes,no,Norway,41,male
About Right,no,no,Norway,34,female
About Right,yes,no,Norway,25,male
Too Little,yes,no,Norway,29,male
Too Little,yes,no,Norway,30,male
About Right,yes,yes,Norway,29,female
Too Little,yes,yes,Norway,50,male
Too Little,yes,no,Norway,78,female
Too Little,yes,no,Norway,75,male
Too Little,yes,no,Norway,56,female
About Right,yes,no,Norway,48,male
About Right,yes,no,Norway,32,male
About Right,yes,no,Norway,32,female
Too Little,yes,no,Norway,67,male
About Right,yes,yes,Norway,72,male
About Right,yes,yes,Norway,32,male
Too Little,yes,yes,Norway,44,female
About Right,yes,yes,Norway,24,male
Too Little,yes,no,Norway,19,female
About Right,no,no,Norway,35,male
About Right,no,yes,Norway,29,male
Too Little,yes,no,Norway,39,female
About Right,yes,no,Norway,28,male
Too Little,yes,no,Norway,53,female
Too Little,yes,no,Norway,50,female
About Right,yes,no,Norway,31,female
Too Little,yes,yes,Norway,50,female
About Right,yes,yes,Norway,70,female
About Right,yes,no,Norway,31,male
Too Little,yes,no,Norway,68,female
Too Little,yes,no,Norway,30,male
About Right,yes,no,Norway,51,female
Too Little,yes,no,Norway,29,male
About Right,no,no,Norway,28,male
About Right,yes,yes,Norway,29,female
About Right,no,no,Norway,23,female
About Right,yes,no,Norway,38,female
Too Little,yes,no,Norway,19,female
About Right,yes,no,Norway,22,male
About Right,no,no,Norway,41,male
About Right,yes,no,Norway,24,male
Too Little,yes,no,Norway,64,male
About Right,yes,no,Norway,29,female
Too Little,yes,no,Norway,45,female
Too Little,yes,yes,Norway,30,male
Too Little,yes,no,Norway,66,male
About Right,yes,no,Norway,39,female
Too Little,yes,no,Norway,35,female
About Right,yes,yes,Norway,18,male
About Right,yes,yes,Norway,42,female
About Right,yes,no,Norway,41,female
About Right,yes,yes,Norway,36,male
Too Little,yes,no,Norway,48,female
About Right,yes,no,Norway,52,female
Too Little,yes,yes,Norway,19,female
Too Little,yes,no,Norway,32,male
About Right,yes,no,Norway,30,female
Too Little,yes,no,Norway,55,male
About Right,yes,yes,Norway,32,female
Too Little,yes,no,Norway,69,male
Too Little,yes,no,Norway,37,male
Too Little,yes,yes,Norway,52,male
Too Much,yes,yes,Norway,24,male
Too Little,yes,no,Norway,39,female
Too Little,yes,yes,Norway,27,female
Too Little,yes,yes,Norway,57,female
Too Little,yes,yes,Norway,44,male
Too Little,yes,yes,Norway,23,male
Too Little,yes,no,Norway,35,female
Too Little,yes,no,Norway,58,male
Too Little,yes,yes,Norway,28,male
About Right,yes,yes,Norway,23,male
About Right,yes,no,Norway,70,male
Too Little,yes,no,Norway,65,male
About Right,yes,yes,Norway,27,female
About Right,yes,no,Norway,40,female
Too Little,yes,no,Norway,74,female
Too Little,yes,no,Norway,31,male
Too Little,yes,no,Norway,33,female
About Right,yes,yes,Norway,66,male
Too Much,yes,yes,Norway,33,male
Too Little,yes,no,Norway,47,male
Too Little,yes,yes,Norway,34,male
Too Little,yes,no,Norway,71,male
About Right,yes,yes,Norway,29,male
Too Little,yes,yes,Norway,61,female
Too Little,yes,yes,Norway,66,female
Too Little,yes,no,Norway,35,female
Too Little,yes,no,Norway,33,male
Too Little,yes,no,Norway,18,male
Too Little,yes,no,Norway,73,female
About Right,no,no,Norway,31,male
Too Little,yes,no,Norway,54,male
Too Little,yes,yes,Norway,45,male
Too Little,yes,no,Norway,57,female
Too Little,yes,yes,Norway,19,female
Too Little,yes,no,Norway,18,female
Too Little,yes,no,Norway,43,female
About Right,no,no,Norway,18,male
About Right,yes,yes,Norway,19,female
About Right,yes,no,Norway,37,male
Too Little,yes,no,Norway,67,male
About Right,yes,no,Norway,36,male
About Right,yes,no,Norway,68,male
Too Little,yes,no,Norway,31,female
About Right,yes,no,Norway,47,female
About Right,yes,yes,Norway,62,female
Too Little,yes,yes,Norway,44,female
About Right,yes,yes,Sweden,34,male
Too Little,yes,no,Sweden,24,male
About Right,yes,no,Sweden,21,male
Too Little,yes,no,Sweden,41,female
Too Much,yes,no,Sweden,31,female
Too Little,yes,no,Sweden,32,female
About Right,yes,no,Sweden,35,female
About Right,yes,no,Sweden,28,female
Too Little,yes,no,Sweden,31,female
About Right,yes,no,Sweden,54,male
About Right,yes,yes,Sweden,67,female
Too Little,yes,no,Sweden,70,female
About Right,yes,no,Sweden,65,female
Too Little,yes,no,Sweden,23,female
Too Much,no,no,Sweden,73,male
Too Little,yes,no,Sweden,42,male
Too Little,yes,no,Sweden,20,male
Too Little,yes,no,Sweden,55,male
About Right,yes,no,Sweden,36,male
About Right,yes,yes,Sweden,28,female
Too Little,yes,no,Sweden,32,male
Too Little,yes,yes,Sweden,19,male
About Right,yes,no,Sweden,51,male
Too Little,yes,no,Sweden,21,female
Too Little,yes,yes,Sweden,26,female
About Right,yes,yes,Sweden,21,female
Too Little,yes,no,Sweden,61,female
Too Little,yes,no,Sweden,18,male
Too Little,yes,no,Sweden,19,male
Too Little,yes,no,Sweden,39,male
Too Little,yes,no,Sweden,22,female
Too Little,yes,no,Sweden,23,male
About Right,yes,no,Sweden,20,female
Too Little,yes,no,Sweden,53,male
Too Little,yes,no,Sweden,39,male
Too Little,yes,no,Sweden,57,male
About Right,yes,yes,Sweden,57,female
Too Little,yes,yes,Sweden,34,female
Too Little,yes,no,Sweden,71,male
About Right,yes,no,Sweden,47,male
Too Little,yes,no,Sweden,73,female
Too Little,yes,yes,Sweden,43,female
About Right,yes,no,Sweden,24,male
Too Little,yes,yes,Sweden,39,female
Too Little,yes,yes,Sweden,28,female
Too Little,yes,no,Sweden,22,female
Too Little,yes,no,Sweden,61,male
Too Little,yes,yes,Sweden,28,female
Too Little,yes,yes,Sweden,37,female
Too Little,yes,no,Sweden,31,male
Too Little,yes,no,Sweden,54,female
Too Little,yes,yes,Sweden,63,male
About Right,yes,no,Sweden,34,female
About Right,yes,yes,Sweden,35,male
Too Little,yes,yes,Sweden,51,male
About Right,yes,yes,Sweden,49,male
About Right,yes,yes,Sweden,39,female
Too Little,yes,no,Sweden,54,female
About Right,yes,yes,Sweden,48,female
Too Little,yes,no,Sweden,42,male
About Right,yes,no,Sweden,69,female
Too Little,yes,no,Sweden,29,male
About Right,yes,yes,Sweden,51,female
Too Much,yes,no,Sweden,31,female
Too Little,yes,no,Sweden,26,female
Too Little,yes,no,Sweden,27,female
Too Little,yes,no,Sweden,23,female
About Right,yes,no,Sweden,74,female
Too Little,yes,yes,Sweden,28,male
Too Little,yes,yes,Sweden,52,male
Too Little,yes,yes,Sweden,36,female
Too Little,yes,no,Sweden,46,male
About Right,yes,no,Sweden,50,female
Too Little,yes,no,Sweden,25,female
About Right,yes,yes,Sweden,44,female
Too Little,yes,no,Sweden,49,male
Too Little,yes,no,Sweden,43,female
Too Little,yes,yes,Sweden,38,male
About Right,yes,yes,Sweden,43,male
Too Much,yes,yes,Sweden,50,male
About Right,yes,yes,Sweden,27,male
Too Little,yes,yes,Sweden,35,male
Too Little,yes,no,Sweden,27,male
Too Little,yes,no,Sweden,45,male
About Right,yes,yes,Sweden,51,male
Too Little,yes,no,Sweden,52,female
About Right,yes,no,Sweden,49,female
Too Little,yes,no,Sweden,21,female
Too Little,yes,no,Sweden,24,female
About Right,yes,no,Sweden,22,male
Too Little,yes,no,Sweden,53,male
Too Little,yes,no,Sweden,32,female
Too Little,no,no,Sweden,37,female
About Right,yes,yes,Sweden,34,male
Too Little,yes,no,Sweden,39,male
About Right,yes,yes,Sweden,31,female
Too Little,yes,no,Sweden,53,female
About Right,yes,no,Sweden,72,male
Too Much,yes,no,Sweden,32,female
About Right,yes,yes,Sweden,33,female
About Right,yes,no,Sweden,43,female
About Right,yes,no,Sweden,61,male
Too Little,yes,yes,Sweden,42,female
Too Little,yes,yes,Sweden,24,male
About Right,yes,yes,Sweden,61,male
About Right,yes,yes,Sweden,31,female
About Right,yes,no,Sweden,61,male
About Right,yes,yes,Sweden,55,male
Too Little,yes,no,Sweden,33,female
About Right,yes,yes,Sweden,51,male
About Right,yes,yes,Sweden,55,female
Too Much,yes,yes,Sweden,28,female
Too Little,yes,no,Sweden,45,male
Too Little,yes,no,Sweden,44,female
About Right,yes,no,Sweden,40,male
Too Little,yes,no,Sweden,48,female
Too Little,yes,no,Sweden,71,male
About Right,yes,no,Sweden,71,male
Too Much,yes,yes,Sweden,26,female
Too Little,yes,no,Sweden,44,male
Too Little,yes,no,Sweden,63,male
Too Little,yes,yes,Sweden,43,female
About Right,yes,no,Sweden,50,male
About Right,yes,yes,Sweden,74,female
Too Little,yes,no,Sweden,20,male
Too Little,yes,no,Sweden,50,female
Too Little,yes,no,Sweden,64,female
About Right,yes,yes,Sweden,49,male
Too Little,yes,no,Sweden,39,male
About Right,yes,no,Sweden,32,female
About Right,yes,no,Sweden,32,male
About Right,yes,no,Sweden,46,female
Too Little,yes,no,Sweden,50,male
Too Little,yes,no,Sweden,39,female
About Right,yes,no,Sweden,25,male
Too Much,yes,yes,Sweden,64,female
Too Little,yes,no,Sweden,25,female
Too Much,yes,yes,Sweden,40,female
Too Little,yes,no,Sweden,23,female
Too Little,yes,no,Sweden,29,female
Too Little,yes,no,Sweden,18,male
About Right,yes,yes,Sweden,26,female
About Right,yes,yes,Sweden,60,female
About Right,yes,yes,Sweden,44,male
Too Little,yes,no,Sweden,51,female
Too Little,yes,no,Sweden,31,male
Too Little,yes,no,Sweden,27,male
About Right,yes,no,Sweden,18,female
Too Little,yes,no,Sweden,28,female
About Right,yes,no,Sweden,56,male
About Right,yes,no,Sweden,71,male
About Right,yes,yes,Sweden,39,female
About Right,yes,yes,Sweden,42,male
Too Little,yes,no,Sweden,35,male
About Right,yes,no,Sweden,58,male
Too Much,yes,yes,Sweden,53,male
Too Little,yes,no,Sweden,66,female
About Right,yes,no,Sweden,40,female
Too Little,yes,no,Sweden,36,male
Too Little,yes,no,Sweden,39,male
Too Little,yes,no,Sweden,59,female
Too Little,yes,no,Sweden,45,female
Too Little,yes,no,Sweden,51,female
Too Little,yes,no,Sweden,72,male
Too Little,yes,no,Sweden,24,female
Too Little,yes,yes,Sweden,44,female
About Right,yes,no,Sweden,67,female
About Right,yes,no,Sweden,52,male
Too Little,yes,no,Sweden,59,male
About Right,yes,no,Sweden,56,female
Too Little,yes,yes,Sweden,36,female
About Right,yes,no,Sweden,49,female
Too Little,yes,no,Sweden,70,female
Too Little,yes,no,Sweden,48,female
Too Little,yes,yes,Sweden,24,female
About Right,yes,no,Sweden,73,female
Too Little,yes,no,Sweden,49,female
Too Little,yes,no,Sweden,45,male
Too Little,yes,no,Sweden,71,male
Too Little,yes,no,Sweden,69,female
Too Little,yes,no,Sweden,66,male
Too Little,yes,yes,Sweden,38,female
Too Little,yes,no,Sweden,50,female
About Right,no,no,Sweden,30,female
Too Little,yes,no,Sweden,50,male
About Right,yes,no,Sweden,66,female
About Right,yes,no,Sweden,32,male
About Right,yes,no,Sweden,38,male
Too Little,yes,no,Sweden,37,male
Too Little,yes,no,Sweden,74,female
About Right,yes,yes,Sweden,52,female
About Right,yes,yes,Sweden,51,female
About Right,yes,yes,Sweden,57,male
Too Little,yes,no,Sweden,67,male
About Right,yes,no,Sweden,20,female
About Right,yes,no,Sweden,18,male
Too Little,yes,no,Sweden,49,female
Too Little,yes,no,Sweden,43,female
About Right,yes,yes,Sweden,33,male
Too Little,yes,no,Sweden,74,male
Too Little,yes,no,Sweden,20,female
Too Little,yes,no,Sweden,75,male
About Right,yes,no,Sweden,75,male
About Right,yes,no,Sweden,38,male
Too Little,yes,yes,Sweden,75,male
Too Much,yes,yes,Sweden,32,male
About Right,yes,no,Sweden,19,female
Too Little,yes,no,Sweden,74,female
About Right,yes,yes,Sweden,25,female
Too Little,yes,no,Sweden,60,male
Too Little,yes,no,Sweden,26,female
Too Little,yes,no,Sweden,18,male
Too Little,yes,no,Sweden,69,female
About Right,yes,no,Sweden,44,male
Too Little,yes,yes,Sweden,47,male
About Right,yes,no,Sweden,51,male
Too Little,yes,yes,Sweden,32,female
About Right,yes,no,Sweden,65,female
Too Little,yes,no,Sweden,37,female
Too Little,yes,no,Sweden,47,male
About Right,yes,no,Sweden,20,female
About Right,yes,no,Sweden,75,male
Too Little,yes,no,Sweden,68,male
Too Little,yes,yes,Sweden,23,male
About Right,yes,no,Sweden,51,female
Too Little,yes,no,Sweden,70,male
About Right,yes,no,Sweden,33,male
About Right,yes,no,Sweden,68,female
Too Little,yes,yes,Sweden,29,female
Too Little,yes,no,Sweden,53,male
About Right,yes,yes,Sweden,56,male
Too Little,yes,no,Sweden,31,male
Too Little,yes,no,Sweden,34,male
Too Little,yes,no,Sweden,64,female
Too Little,yes,no,Sweden,31,female
Too Little,yes,yes,Sweden,40,female
About Right,yes,no,Sweden,45,female
About Right,yes,no,Sweden,24,male
Too Little,yes,no,Sweden,48,female
Too Little,yes,no,Sweden,47,male
About Right,yes,no,Sweden,35,male
Too Little,yes,no,Sweden,67,female
Too Much,yes,yes,Sweden,75,female
Too Little,no,no,Sweden,42,female
Too Little,yes,yes,Sweden,75,female
Too Little,yes,no,Sweden,33,female
About Right,yes,yes,Sweden,47,male
Too Little,yes,no,Sweden,21,female
Too Little,yes,no,Sweden,32,male
Too Little,yes,no,Sweden,43,male
Too Little,yes,yes,Sweden,38,male
Too Little,yes,no,Sweden,18,female
About Right,yes,no,Sweden,61,male
About Right,yes,no,Sweden,35,male
Too Little,yes,yes,Sweden,20,female
Too Little,yes,no,Sweden,25,female
Too Little,yes,no,Sweden,48,male
About Right,yes,yes,Sweden,53,female
About Right,yes,no,Sweden,75,male
Too Little,yes,no,Sweden,66,male
Too Little,no,no,Sweden,29,female
Too Little,yes,no,Sweden,27,male
About Right,yes,no,Sweden,18,female
About Right,yes,yes,Sweden,54,female
Too Little,yes,no,Sweden,66,female
About Right,yes,no,Sweden,75,male
Too Little,yes,no,Sweden,56,female
Too Little,yes,no,Sweden,19,female
Too Little,yes,no,Sweden,70,male
Too Little,yes,no,Sweden,20,male
About Right,yes,yes,Sweden,53,female
About Right,yes,no,Sweden,74,female
Too Little,yes,no,Sweden,70,male
About Right,yes,no,Sweden,49,female
Too Little,yes,no,Sweden,26,male
About Right,yes,no,Sweden,63,female
Too Little,yes,no,Sweden,30,female
About Right,yes,no,Sweden,65,male
Too Little,yes,no,Sweden,46,male
Too Little,yes,yes,Sweden,71,female
About Right,yes,no,Sweden,51,male
About Right,yes,no,Sweden,64,male
Too Little,yes,no,Sweden,58,female
About Right,yes,no,Sweden,75,male
About Right,yes,no,Sweden,68,male
Too Little,yes,no,Sweden,34,male
Too Little,yes,yes,Sweden,52,female
Too Little,yes,no,Sweden,44,male
About Right,yes,no,Sweden,36,female
Too Little,yes,no,Sweden,50,male
About Right,yes,no,Sweden,30,female
Too Little,yes,no,Sweden,44,male
Too Little,yes,no,Sweden,58,female
Too Little,yes,yes,Sweden,61,male
About Right,yes,yes,Sweden,66,male
Too Little,yes,no,Sweden,52,male
About Right,yes,no,Sweden,29,female
Too Little,yes,no,Sweden,28,male
About Right,yes,no,Sweden,24,female
About Right,yes,no,Sweden,25,male
Too Little,yes,yes,Sweden,49,female
About Right,yes,no,Sweden,41,female
Too Little,yes,yes,Sweden,36,female
About Right,yes,no,Sweden,54,male
About Right,yes,no,Sweden,28,male
Too Little,yes,no,Sweden,26,male
About Right,yes,no,Sweden,46,male
About Right,yes,no,Sweden,67,female
About Right,yes,yes,Sweden,45,male
About Right,yes,yes,Sweden,54,male
About Right,yes,no,Sweden,60,female
Too Little,yes,no,Sweden,67,male
Too Little,yes,no,Sweden,27,male
Too Little,yes,no,Sweden,69,female
About Right,yes,no,Sweden,33,male
About Right,yes,no,Sweden,48,male
About Right,yes,yes,Sweden,39,male
Too Little,yes,yes,Sweden,48,female
Too Little,yes,no,Sweden,45,male
About Right,yes,no,Sweden,20,male
Too Little,yes,no,Sweden,64,female
Too Little,yes,yes,Sweden,20,male
Too Little,yes,no,Sweden,64,male
Too Little,yes,no,Sweden,38,female
About Right,yes,no,Sweden,69,male
Too Little,yes,no,Sweden,63,male
Too Little,yes,no,Sweden,28,male
About Right,yes,yes,Sweden,31,female
Too Little,yes,no,Sweden,42,male
Too Little,yes,no,Sweden,38,female
Too Little,yes,yes,Sweden,27,male
About Right,yes,yes,Sweden,63,male
Too Little,yes,no,Sweden,32,female
Too Little,yes,yes,Sweden,51,male
Too Little,yes,no,Sweden,43,female
About Right,yes,no,Sweden,60,male
About Right,yes,no,Sweden,71,male
Too Little,yes,no,Sweden,73,female
Too Little,yes,no,Sweden,18,male
About Right,yes,yes,Sweden,45,female
About Right,yes,yes,Sweden,28,male
Too Little,yes,yes,Sweden,23,female
About Right,yes,no,Sweden,58,male
About Right,yes,yes,Sweden,48,male
Too Little,yes,yes,Sweden,26,female
About Right,yes,no,Sweden,23,female
About Right,yes,no,Sweden,31,male
Too Little,yes,no,Sweden,57,male
Too Little,yes,no,Sweden,60,male
Too Little,yes,no,Sweden,49,male
Too Little,yes,no,Sweden,68,male
Too Little,yes,no,Sweden,38,female
About Right,yes,yes,Sweden,25,male
About Right,yes,no,Sweden,19,male
Too Little,yes,no,Sweden,23,male
Too Much,yes,no,Sweden,26,female
About Right,yes,no,Sweden,60,female
About Right,yes,yes,Sweden,30,male
About Right,yes,yes,Sweden,23,male
Too Little,yes,yes,Sweden,40,female
Too Little,yes,no,Sweden,69,male
Too Little,yes,no,Sweden,55,male
About Right,yes,no,Sweden,31,male
Too Little,yes,yes,Sweden,29,male
Too Little,yes,no,Sweden,56,male
About Right,yes,yes,Sweden,26,female
Too Little,yes,no,Sweden,72,female
Too Little,yes,no,Sweden,19,male
Too Little,yes,no,Sweden,63,male
Too Little,yes,yes,Sweden,19,female
About Right,yes,yes,Sweden,35,male
About Right,yes,yes,Sweden,49,male
Too Little,yes,no,Sweden,33,male
Too Little,yes,no,Sweden,41,female
About Right,yes,yes,Sweden,39,female
Too Little,yes,no,Sweden,52,female
Too Little,yes,yes,Sweden,31,male
Too Little,yes,yes,Sweden,51,female
Too Little,yes,yes,Sweden,29,male
About Right,yes,no,Sweden,18,male
Too Little,yes,no,Sweden,38,male
About Right,yes,no,Sweden,28,male
About Right,yes,no,Sweden,48,female
About Right,yes,no,Sweden,68,male
About Right,yes,no,Sweden,58,female
Too Little,yes,yes,Sweden,59,male
Too Little,yes,no,Sweden,43,female
About Right,yes,no,Sweden,44,female
Too Little,yes,no,Sweden,35,male
About Right,yes,no,Sweden,21,female
Too Little,yes,yes,Sweden,29,male
Too Little,yes,yes,Sweden,39,male
About Right,yes,no,Sweden,36,male
About Right,yes,yes,Sweden,23,female
About Right,yes,no,Sweden,65,female
Too Little,yes,no,Sweden,63,female
Too Little,yes,yes,Sweden,35,female
About Right,yes,no,Sweden,46,male
Too Little,yes,no,Sweden,65,female
About Right,yes,no,Sweden,41,female
Too Little,yes,yes,Sweden,42,male
Too Little,yes,no,Sweden,39,male
Too Little,yes,no,Sweden,46,male
Too Little,yes,no,Sweden,49,female
Too Little,yes,no,Sweden,68,female
About Right,yes,no,Sweden,71,male
Too Little,yes,yes,Sweden,51,female
Too Little,yes,no,Sweden,27,male
Too Little,yes,no,Sweden,50,female
Too Little,yes,no,Sweden,26,female
Too Little,yes,yes,Sweden,59,male
Too Little,yes,no,Sweden,30,female
Too Little,yes,no,Sweden,51,female
About Right,yes,no,Sweden,33,female
Too Little,yes,no,Sweden,55,female
About Right,yes,no,Sweden,47,male
About Right,yes,no,Sweden,66,male
Too Little,yes,yes,Sweden,46,female
About Right,yes,no,Sweden,54,male
About Right,yes,no,Sweden,61,male
Too Little,yes,no,Sweden,65,male
Too Little,yes,no,Sweden,59,male
Too Little,yes,no,Sweden,44,male
Too Little,yes,no,Sweden,72,male
Too Little,yes,no,Sweden,67,female
About Right,yes,no,Sweden,71,female
